Latitude,Longitude,Time
23.4951816667,87.3163566667,17:05:55
23.4951616667,87.3163883333,17:05:56
23.4951483333,87.3164216667,17:05:57
23.4951333333,87.31647,17:05:58
23.4951166667,87.31652,17:05:59
23.4951,87.3165516667,17:06:00
23.4950833333,87.316585,17:06:01
23.49506,87.3166333333,17:06:02
23.4950433333,87.3166666667,17:06:03
23.4950266667,87.3166983333,17:06:04
23.4950183333,87.316715,17:06:05
23.49501,87.3167316667,17:06:06
23.4950066667,87.3167466667,17:06:07
23.4950016667,87.3167633333,17:06:08
23.4949983333,87.3167633333,17:06:09
23.494995,87.31678,17:06:10
23.4949866667,87.3167966667,17:06:11
23.4949783333,87.3167966667,17:06:12
23.4949733333,87.3168116667,17:06:13
23.49497,87.3168116667,17:06:14
23.494965,87.3168116667,17:06:15
23.494965,87.3168116667,17:06:16
23.494965,87.3168116667,17:06:17
23.494965,87.3168116667,17:06:18
23.494965,87.3168116667,17:06:19
23.494965,87.3168116667,17:06:20
23.494965,87.3168116667,17:06:21
23.494965,87.3168116667,17:06:22
23.494965,87.3168116667,17:06:23
23.494965,87.3168116667,17:06:24
23.494965,87.3168116667,17:06:25
23.494965,87.3168116667,17:06:26
23.494965,87.3168116667,17:06:27
23.494965,87.3168116667,17:06:28
23.494965,87.3168116667,17:06:29
23.494965,87.3168116667,17:06:30
23.494965,87.3168116667,17:06:31
23.494965,87.3168116667,17:06:32
23.494965,87.3168116667,17:06:33
23.494965,87.3168116667,17:06:34
23.494965,87.3168116667,17:06:35
23.494965,87.3168116667,17:06:36
23.494965,87.3168116667,17:06:37
23.494965,87.3168116667,17:06:38
23.494965,87.3168116667,17:06:39
23.494965,87.3168116667,17:06:40
23.494965,87.3168116667,17:06:41
23.494965,87.3168116667,17:06:42
23.494965,87.3168116667,17:06:43
23.494965,87.3168116667,17:06:44
23.494965,87.3168116667,17:06:45
23.494965,87.3168116667,17:06:46
23.494965,87.3168116667,17:06:47
23.494965,87.3168116667,17:06:48
23.494965,87.3168116667,17:06:49
23.494965,87.3168116667,17:06:50
23.494965,87.3168116667,17:06:51
23.494965,87.3168116667,17:06:52
23.494965,87.3168116667,17:06:53
23.494965,87.3168116667,17:06:54
23.494965,87.3168116667,17:06:55
23.494965,87.3168116667,17:06:56
23.494965,87.3168116667,17:06:57
23.494965,87.3168116667,17:06:58
23.494965,87.3168116667,17:06:59
23.494965,87.3168116667,17:07:00
23.494965,87.3168116667,17:07:01
23.494965,87.3168116667,17:07:02
23.494965,87.3168116667,17:07:03
23.494965,87.3168116667,17:07:04
23.494965,87.3168116667,17:07:05
23.494965,87.3168116667,17:07:06
23.494965,87.3168116667,17:07:07
23.494965,87.3168116667,17:07:08
23.494965,87.3168116667,17:07:09
23.494965,87.3168116667,17:07:10
23.494965,87.3168116667,17:07:11
23.494965,87.3168116667,17:07:12
23.494965,87.3168116667,17:07:13
23.494965,87.3168116667,17:07:14
23.494965,87.3168116667,17:07:15
23.494965,87.3168116667,17:07:16
23.494965,87.3168116667,17:07:17
23.494965,87.3168116667,17:07:18
23.494965,87.3168116667,17:07:19
23.494965,87.3168116667,17:07:20
23.494965,87.3168116667,17:07:21
23.494965,87.3168116667,17:07:22
23.494965,87.3168116667,17:07:23
23.494965,87.3168116667,17:07:24
23.494965,87.3168116667,17:07:25
23.494965,87.3168116667,17:07:26
23.494965,87.3168116667,17:07:27
23.494965,87.3168116667,17:07:28
